id,name,brand,retail_price,cost,category_id,distribution_center_id
7113,VIP Boutique Womens Black Ladies Belted Gypsy Long Maxi Skirt,VIP BOUTIQUE,20.99,8.94,10,5
7116,VIP Boutique Womens Jersey Gypsy Long Maxi Skirt,VIP BOUTIQUE,11.99,4.52,10,5
7124,VIP Boutique Womens Chiffon Long Maxi Skirt,VIP BOUTIQUE,15.99,5.72,10,5
7132,Womens Belted Skater Mini Skirt,VIP BOUTIQUE,14.49,5.96,10,5
7140,VIP Boutique Womens Belted Gypsy Long Maxi Skirt,VIP BOUTIQUE,20.99,7.49,10,5
7156,Womens Jersey Mini Party Bodycon Skirt,VIP BOUTIQUE,6.49,2.82,10,5
7184,Vip Boutique Womens Peplum Frill Mini Skirt,VIP BOUTIQUE,11.99,4.52,10,5
2274,Weatherproof Ladies' Weatherwash Full-Zip Hooded Sweatshirt,Weatherproof,32.17,14.77,9,5
17623,Weatherproof Cross Weave Hooded Sweatshirt. 7700,Weatherproof,32.76,17.59,9,5
18410,Weatherproof Adult Cross Weave Open Bottom Sweatpant. 7766,Weatherproof,36.39,16.45,4,5
19764,Weatherproof Adult Heathland 1/4 Zip Sweater Black Large,Weatherproof,38,19.61,14,5
23215,Weatherproof Mens Cotton Shorts,Weatherproof,24.99,11.9,15,5
23542,Weatherproof Men's Cargo Shorts - Oatmeal - 38,Weatherproof,21.95,10.14,15,5
23819,Weatherproof Men's Microfiber Classic Jacket,Weatherproof,59.99,28.98,22,5
23889,Weatherproof Microsuede Classic Jacket,Weatherproof,64.9,30.18,22,5
24327,Weatherproof 3-in-1 Systems Jacket,Weatherproof,154.73,69.63,22,5
129,Woman Within Plus Size Top 2-in-1 t-shirt with lace trim,Woman Within,29.99,16.25,13,5
175,Woman Within Plus Size Top sweatshirt in cozy light sherpa fleece,Woman Within,24.99,14.07,13,5
252,Woman Within Plus Size Top tunic length in softest sweatshirt fleece,Woman Within,24.99,13.69,13,5
280,Woman Within Plus Size Top Perfect t-shirt with crew neck,Woman Within,13.99,7.57,13,5
289,Woman Within Plus Size Top in soft knit the Perfect cotton V-neck tee,Woman Within,11.99,6.5,13,5
307,Woman Within Plus Size Top in tunic length the Perfect cotton V-neck with shirring,Woman Within,13.99,8.11,13,5
471,Woman Within Plus Size Top Perfect cotton polo tunic with long sleeves,Woman Within,22.99,12.35,13,5
580,Woman Within Plus Size Easy sweatshirt-stitch trapeze tunic,Woman Within,22.99,13.38,13,5
640,Woman Within Plus Size Top tank with lace trim,Woman Within,19.99,11.39,13,5
1551,Woman Within Plus Size Top sweatshirt in soft colorful thermal knit,Woman Within,24.99,10.62,9,5
1757,Woman Within Plus Size Jacket in soft plush velour with babydoll shape,Woman Within,34.99,16.8,9,5
2575,Woman Within Plus Size Top sweatshirt in cozy light sherpa fleece,Woman Within,24.99,10.5,4,5
2682,Woman Within Plus Size Sweat Pants easy fleece,Woman Within,24.99,10.1,4,5
2698,Woman Within Plus Size Petite Sweat Pants in easy fleece,Woman Within,24.99,9.82,4,5
2790,Woman Within Plus Size Pants sweats with rib cuffs in fleece,Woman Within,24.99,9.75,4,5
2813,Woman Within Plus Size Petite pants in sports knit,Woman Within,24.99,10.1,4,5
2831,Woman Within Plus Size Tall Sweat Pants in easy fleece,Woman Within,24.99,11.65,4,5
2878,Woman Within Plus Size Petite pants sweats with rib cuffs in fleece,Woman Within,24.99,10.8,4,5
2919,Woman Within Plus Size Tall pants in sports knit,Woman Within,24.99,10.27,4,5
4317,Woman Within Plus Size Jean elastic back waist 5-pocket styling,Woman Within,24.99,12.89,16,5
4320,Woman Within Plus Size Jean pull on elastic waist,Woman Within,29.99,17.36,16,5
4345,Woman Within Plus Size Petite jean pull on elastic waist,Woman Within,29.99,16.76,16,5
4367,Woman Within Plus Size Jean relaxed fit with 5-pocket styling,Woman Within,24.99,12.37,16,5
4467,Woman Within Plus Size Tall jean pull on elastic waist,Woman Within,29.99,16.01,16,5
4531,Woman Within Plus Size Jean skinny tapered leg in stretch denim 5-pockets,Woman Within,39.99,19.88,16,5
4592,Woman Within Plus Size Stretch denim capri 5-pocket styling,Woman Within,34.99,17.95,16,5
4647,Woman Within Plus Size Tall jean tummy control bootcut 5-pocket styling,Woman Within,44.99,25.37,16,5
4872,Woman Within Plus Size Tall jean stretch denim straight leg 5-pocket styling,Woman Within,39.99,20.47,16,5
5004,Woman Within Plus Size Jean stretch denim straight leg 5-pocket styling,Woman Within,39.99,23.23,16,5
5131,Woman Within Plus Size Petite pants straight legged in 7-Day knit,Woman Within,21.99,10.95,8,5
5133,Woman Within Plus Size Tall pants in stretchy ponte knit,Woman Within,29.99,14.43,8,5
5140,Woman Within Plus Size Tall pants boot-cut in ponte knit,Woman Within,29.99,14.61,8,5
5144,Woman Within Plus Size Pants capri length in softest 7-Day knit,Woman Within,21.99,11.43,8,5
5159,Woman Within Plus Size Petite pants boot-cut in ponte knit,Woman Within,29.99,16.49,8,5
5169,Woman Within Plus Size Lace Trim Stretch Leggings,Woman Within,24.99,12.17,8,5
5230,Woman Within Plus Size Pants with straight leg in soft plush velour,Woman Within,19.99,10.27,8,5
5239,Woman Within Plus Size Tall pants with straight leg in soft plush velour,Woman Within,19.99,10.67,8,5
5259,Woman Within Plus Size Leggings capri length in stretch knit,Woman Within,19.99,10.79,8,5
5298,Woman Within Plus Size Tall slim fit ponte knit pants,Woman Within,29.99,16.46,8,5
5304,Woman Within Plus Size Petite pants with wide-leg in stretch cotton jersey,Woman Within,24.99,13.09,8,5
5346,Woman Within Plus Size Petite slim fit ponte knit pants,Woman Within,29.99,15.2,8,5
5364,Woman Within Plus Size Tall pants in ribbed 7-Day knit,Woman Within,21.99,10.67,8,5
5413,Woman Within Plus Size Pants in soft knit with colorful side stripes elastic waist,Woman Within,24.99,13.12,8,5
5426,Woman Within Plus Size Petite Freedom pants,Woman Within,29.99,16.13,8,5
5436,Woman Within Plus Size Petite leggings capris in stretch knit,Woman Within,19.99,10.01,8,5
5485,Woman Within Plus Size Freedom pants pigment dyed,Woman Within,34.99,18.02,8,5
5499,Woman Within Plus Size Petite freedom pants pigment dyed,Woman Within,34.99,17.08,8,5
5757,Woman Within Plus Size Petite leggings capris in stretch knit,Woman Within,19.99,12.95,24,5
6296,Woman Within Plus Size Shorts in soft knit with pockets,Woman Within,12.99,6.38,15,5
6297,Woman Within Plus Size Jean shorts denim or twill mock fly,Woman Within,24.99,11.4,15,5
6306,Woman Within Plus Size Shorts denim drawstring waist,Woman Within,24.99,13.49,15,5
6608,Woman Within Plus Size Shorts in stretch denim with 5-pockets and cuffs,Woman Within,26.99,13.71,15,5
7122,Woman Within Plus Size Flared skirt,Woman Within,24.99,9.27,10,5
7137,Woman Within Plus Size Stretch ponte knit skirt,Woman Within,29.99,10.71,10,5
7144,Woman Within Plus Size Sport knit skirt,Woman Within,21.99,8,10,5
7169,Woman Within Plus Size Petite stretch ponte knit skirt,Woman Within,29.99,12.36,10,5
7173,Woman Within Plus Size Petite flare skirt,Woman Within,24.99,10.47,10,5
7181,Woman Within Plus Size Jean stretch bootcut 5-pocket styling,Woman Within,39.99,15.72,10,5
8054,Woman Within Plus Size Petite rhinestone-trim pantset,Woman Within,99.99,66.99,26,5
8733,Woman Within Plus Size Jacket cropped length stretch denim and twill,Woman Within,49.99,21.1,22,5
9881,Woman Within Plus Size Pajamas set 2 pieces thermal knit,Woman Within,29.99,17.42,18,5
12753,Woman Within Plus Size Cover-up for swimsuit hooded in terrycloth,Woman Within,44.99,18.36,3,5
13269,Woman Within Plus Size Swimsuit ruched swimdress Swim 365,Woman Within,84.99,33.91,3,5
14649,Woman Within Plus Size 2-pack maternity leggings,Woman Within,34.99,17.01,17,5
15397,Woman Within Plus Size Top 2-in-1 t-shirt with lace trim,Woman Within,29.99,15.59,2,5
15520,Woman Within Plus Size Top sweatshirt in cozy light sherpa fleece,Woman Within,24.99,12.92,2,5
15552,Woman Within Plus Size Jean pull on elastic waist,Woman Within,29.99,13.56,2,5
15553,Woman Within Plus Size Jean elastic back waist 5-pocket styling,Woman Within,24.99,13.17,2,5
15629,Woman Within Plus Size Petite jean pull on elastic waist,Woman Within,29.99,13.53,2,5
15686,Woman Within Plus Size Cover-up for swimsuit hooded in terrycloth,Woman Within,44.99,22.32,2,5
15703,Woman Within Plus Size Top sweatshirt in soft colorful thermal knit,Woman Within,24.99,11.75,2,5
15758,Woman Within Plus Size Sweat Pants easy fleece,Woman Within,24.99,11.62,2,5
15769,Woman Within Plus Size Top tunic length in softest sweatshirt fleece,Woman Within,24.99,11.82,2,5
15785,Woman Within Plus Size Jean relaxed fit with 5-pocket styling,Woman Within,24.99,12.45,2,5
15801,Woman Within Plus Size Petite Sweat Pants in easy fleece,Woman Within,24.99,12.69,2,5
15847,Woman Within Plus Size Top in soft knit the Perfect cotton V-neck tee,Woman Within,11.99,5.49,2,5
15851,Woman Within Plus Size Top Perfect t-shirt with crew neck,Woman Within,13.99,6.83,2,5
15896,Woman Within Plus Size Top in tunic length the Perfect cotton V-neck with shirring,Woman Within,13.99,6.97,2,5
10704,Bella Materna Women's Padded Nursing Bra #1221,Bella Materna,65,37.57,21,5
14422,Bella Materna Women's Padded Nursing Bra #1221,Bella Materna,65,26.72,17,5
14532,Bella Materna Women's Anytime Nursing Gown   #3151,Bella Materna,93.82,40.81,17,5
14637,Bella Materna Women's Adjustable Anytime Nursing Bralet #1155,Bella Materna,56.95,24.6,17,5
14709,Bella Materna Women's Anytime Nursing Cami  #2141,Bella Materna,68.32,28.9,17,5
14743,Bella Materna Women's Maternity Peacock Lace Leveller Nursing Bra,Bella Materna,27.98,12.56,17,5
14767,Bella Materna Women's Maternity Plunge Wire Free T-Shirt Nursing Bra,Bella Materna,58,23.78,17,5
14792,Bella Materna Women's Maternity Sexy Underwire Nursing Bra,Bella Materna,68,26.86,17,5
15109,Bella Materna Women's Maternity T-Shirt Nursing Bra,Bella Materna,78,33.46,17,5
15142,Bella Materna Womens Smooth Cup Nursing Bra,Bella Materna,72,29.3,17,5
15154,Bella Materna Womens Anytime Underwire Nursing Bra,Bella Materna,68,29.85,17,5
2909,FreshGear Men's / Women's AFX Toe Socks Ankle,FreshGear AFX,16.99,6.73,4,5
15866,AFX Performance Sport 5 Toe Sock with Antimicrobial Odor Control - QUARTER -Small/Medium -1 Pair,FreshGear AFX,16.99,8.87,2,5
28725,Indiana Jones Crushable Wool Felt Fedora Hats IJ559,Indiana Jones,43.45,19.2,1,5
28735,Indiana Jones Men's 555 Hat,Indiana Jones,54,24.14,1,5
19796,Joseph Abboud Men's 2 Button Side Vent Plaid Sport Coat,Joseph Abboud,276.32,105.83,19,5
19797,Joseph Abboud Men's 2 Button Side Vent Corduroy Coat,Joseph Abboud,239,103.01,19,5
19799,Joseph Abboud Men's 2 Button Structured Shoulder Side Vent Plaid Sport Coat,Joseph Abboud,276.32,120.2,19,5
19810,Joseph Abboud Men's Brown Velvet 2 Button Side Vent Sport Coat,Joseph Abboud,221.05,99.03,19,5
19813,Joseph Abboud Men's Two-button Side Vent Sport Coat,Joseph Abboud,264,112.73,19,5
19830,Joseph Abboud Men's Two-button Side Vent Sport Coat,Joseph Abboud,264,93.19,19,5
19864,Joseph Abboud Men's Two-button Side Vent Blazer,Joseph Abboud,296,130.83,19,5
19866,Joseph Abboud Men's Two-button Side Vent Sport Coat,Joseph Abboud,264,100.32,19,5
19870,Joseph Abboud Men's Two-Button Side Vent Sport Coat,Joseph Abboud,264,118.54,19,5
19874,Joseph Abboud Mens Gray Herringbone Wool Sport Coat Jacket,Joseph Abboud,169.99,62.39,19,5
19911,Joseph Abboud Men's Super 120's Two Button Side Vent Blazer,Joseph Abboud,264,115.9,19,5
19916,Joseph Abboud Men's Solid Flat-Front Pant,Joseph Abboud,29.93,11.64,19,5
19981,Joseph Abboud Mens 2 Button Flat Front Navy Blue Pinstripe Wool Suit,Joseph Abboud,199.99,88.6,19,5
20011,Joseph Abboud Mens Taupe Herringbone Wool Sport Coat Jacket,Joseph Abboud,169.99,72.59,19,5
20022,Joseph Abboud Men's Solid Flat Front Pant,Joseph Abboud,29.93,12.87,19,5
20115,Joseph Abboud Men's 2 Button Side Vent Suit with Flat Front Pant,Joseph Abboud,399,173.56,19,5
20150,Joseph Abboud Men's 2 Button Side Vent Soft Construction Check Sport Coat,Joseph Abboud,297,131.57,19,5
20220,Joseph Abboud Mens 2 Button Gray Sharkskin Wool Suit,Joseph Abboud,279.99,125.44,19,5
20221,Joseph Abboud Men's Flat Front Dress Pant,Joseph Abboud,103.13,41.66,19,5
20224,Joseph Abboud Men's Flat Front Pant,Joseph Abboud,36.96,15.56,19,5
20227,Joseph Abboud Men's 2 Button Side Vent Suit With Flat Front Pant,Joseph Abboud,417,158.46,19,5
20233,Joseph Abboud Mens 2 Button Flat Front Solid Black Wool Suit,Joseph Abboud,259.99,108.94,19,5
20390,Joseph Abboud Mens 2 Button Brown Windowpane Wool Sport Coat Jacket,Joseph Abboud,99.99,40.8,19,5
20435,Joseph Abboud Men's Flat Dress Pant,Joseph Abboud,103.13,38.98,19,5
20438,Joseph Abboud Men's Flat Front Solid Dress Pant,Joseph Abboud,103.13,36.82,19,5
20439,Joseph Abboud Men's Super 120's Two Button Side Vent Single Pleat Pant Tuxedo With Grosgrain Notch Lapel,Joseph Abboud,405.26,145.08,19,5
20441,Joseph Abboud Men's 2 Button Side Vent Stripe Suit With Flat Front Pant,Joseph Abboud,417,157.21,19,5
20456,Joseph Abboud Men's Blend 2 Button Side Vent Soft Construction Sport Coat,Joseph Abboud,357,145.3,19,5
20524,Joseph Abboud Men's Self Stripe Flat Front Dress Pant,Joseph Abboud,103.13,44.14,19,5
20526,Joseph Abboud Men's Solid Flat Front Dress Hemmed Pant,Joseph Abboud,103.13,42.28,19,5
21866,Joseph Abboud Men's Tic Flat Front Dress Pant,Joseph Abboud,89.99,37.62,20,5
21881,Joseph Abboud Men's Flat Front Dress Pant,Joseph Abboud,106,47.81,20,5
21888,Joseph Abboud Men's Flat Front Dress Pant,Joseph Abboud,89.99,42.03,20,5
22251,Joseph Abboud Men's Herringbone Flat Front Dress Pant,Joseph Abboud,89.99,40.5,20,5
23109,Joseph Abboud Men's Chino Short,Joseph Abboud,78,37.52,15,5
26518,Joseph Abboud Men's Gift Set Henley Top With Flannel Pant,Joseph Abboud,31.99,11.84,18,5
26549,Joseph Abboud Men's Cotton Knit Sleep Set,Joseph Abboud,46.84,20.42,18,5
26660,Joseph Abboud Men's Printed Corel Fleece Pant,Joseph Abboud,25,9.67,18,5
26662,Joseph Abboud Men's Printed Corel Fleece Robe,Joseph Abboud,41.99,16.08,18,5
27008,Joseph Abboud Men's Luxe Touch Sleep Pants Casual Bottoms,Joseph Abboud,35.95,13.77,18,5
27105,Joseph Abboud Men's Woven Pant with Henley Sleep Set,Joseph Abboud,35.33,12.44,18,5
27194,Joseph Abboud Men's Sleep Jam Casual Bottoms,Joseph Abboud,32.95,13.77,18,5
27264,Joseph Abboud Men's Plaid Woven Pant Pajamas,Joseph Abboud,39.95,16.1,18,5
28888,Joseph Abboud Men's Glace Sheepskin Baby Cable Cashmere Lined Glove,Joseph Abboud,47.5,21.14,1,5
3139,Julian Taylor Women's Cap Sleeve Stretch Crepe Dress,Julian Taylor,48,23.28,7,5
3202,Julian Taylor Women's Sleeveless Lace Bodice Dress,Julian Taylor,60,28.38,7,5
3276,Julian Taylor Women's Printed Stripe Ponte Dress,Julian Taylor,48,23.57,7,5
3278,Julian Taylor Women's Striped Ponte Dress,Julian Taylor,48,20.64,7,5
3564,Julian Taylor Women's Abstract Matte Dress,Julian Taylor,64.8,29.55,7,5
13693,La Fiorentina Women's Ombre Pleated Muffler,La Fiorentina,9.99,4,1,5
13890,La Fiorentina Women's Chunky Knit Set,La Fiorentina,23.99,9.79,1,5
14066,La Fiorentina Women's Carin Muffler,La Fiorentina,20,8.94,1,5
15413,La Fiorentina Women's Ombre Pleated Muffler,La Fiorentina,9.99,4.74,2,5
15749,La Fiorentina Women's Chunky Knit Set,La Fiorentina,23.99,12.52,2,5
24073,Knox Armory Hooded Ma-1,Alpha Industries,73.6,32.68,22,5
1355,LookbookStore Oversized Embellished Spiked Studs Wide Scoop Neck Asymmetric Jumper Sweater Top,LookbookStore,39.99,17.24,14,5
1488,LookbookStore Women Coloured Zip Mouth Smile Shoulder 3D Ear Cat Front Jumper Sheatshirt Top,LookbookStore,24.99,10.9,14,5
7229,LookbookStore Photographic Digital Galaxy Starry Sky Scene Print Elastic Bodycon Mini Skirt,LookbookStore,18.99,7.82,10,5
19872,Louis Raphael Men's Blend Solid Sport Coat,Louis Raphael,99.99,42,19,5
20466,Louis Raphael Men's Side Vent Flat Front Suit,Louis Raphael,199.99,86.2,19,5
21710,Louis Raphael Men's Poly Rayon Gabardine Solid Pleated Dress Pant,Louis Raphael,29.99,14.79,20,5
21777,Louis Raphael Men's Poly Rayon Gabardine Solid Flat Front Dress Pant,Louis Raphael,29.99,13.86,20,5
21800,Louis Raphael LUXE Men's Washable 100% Wool Solid Flat-Front Hidden-Extension Dress Pant,Louis Raphael,54.99,24.91,20,5
21806,Louis Raphael Men's Herringbone Solid Flat Front Modern Fit Dress Pant,Louis Raphael,34.99,15.26,20,5
21815,Louis Raphael ROSSO Men's Washable Wool-Blend Flat-Front Dress Pant,Louis Raphael,49.99,24.9,20,5
21821,Louis Raphael LUXE 100% Wool Solid-Colored Modern-Fit Flat-Front Dress Pant,Louis Raphael,64.99,28.92,20,5
21884,Louis Raphael LUXE Men's Washable 100% Wool Solid Pleated Hidden Extension Dress Pant,Louis Raphael,54.99,26.95,20,5
21890,Louis Raphael Men's Comfort Waist Dress Pant,Louis Raphael,44.99,21.06,20,5
21938,Louis Raphael Men's Total Comfort Wool Solid Pleated Dress Pant,Louis Raphael,64.99,27.17,20,5
21970,Louis Raphael Men's Comfort Waist Dress Pant,Louis Raphael,44.99,20.07,20,5
22058,Louis Raphael ROSSO Men's Washable Wool Blend Herringbone Pattern Flat Front Dress Pant,Louis Raphael,39.99,19.84,20,5
22084,Louis Raphael LUXE Men's 100% Worsted Wool Micro Tic Pleated Hidden Extension Dress Pant,Louis Raphael,57.99,26.97,20,5
22091,Louis Raphael LUXE Men's 100% Washable Wool Plaid Pleated Comfort Waist Dress Pant,Louis Raphael,64.99,28.01,20,5
22152,Louis Raphael LUXE Men's 100% Washable Herringbone Pleated Comfort Waist Dress Pant,Louis Raphael,64.99,31.13,20,5
22194,Louis Raphael Men's Total Comfort Wool Houndstooth Pattern Pleated Dress Pant,Louis Raphael,64.99,28.21,20,5
22210,Louis Raphael Men's Modern Fit Blend Solid Dress Pant,Louis Raphael,49.99,25.04,20,5
22253,Louis Raphael Men's Modern Fit Window Flat Front Dress Pant,Louis Raphael,39.99,18.56,20,5
22376,Louis Raphael Men's Total Comfort Wool Classic Plaid Pleated Dress Pant,Louis Raphael,64.99,28.73,20,5
22384,Louis Raphael Men's Total Comfort Classic Plaid Flat Front Dress Pant,Louis Raphael,64.99,28.14,20,5
22433,Louis Raphael Men's Toatl Comfort Tic Pattern Flat Front Dress Pant,Louis Raphael,64.99,29.83,20,5
22436,Louis Raphael Men's Total Comfort Solid Flat Front Dress Pant,Louis Raphael,64.99,30.29,20,5
22438,Louis Raphael Men's Modern Fit Nail Head Weave Flat Front Dress Pant,Louis Raphael,39.99,17.6,20,5
22445,Louis Raphael Men's Total Comfort Micro Column Pattern Flat Front Dress Pant,Louis Raphael,64.99,28.53,20,5
22520,Louis Raphael Men's Toatl Comfort Nailhead Neat Pattern Flat Front Dress Pant,Louis Raphael,64.99,28.08,20,5
22604,Louis Raphael Men's Modern Fit Herringbone Solid Flat Front Dress Pant,Louis Raphael,39.99,17.08,20,5
11561,Morgan Taylor Full Slip,Morgan Taylor,29.41,16.44,21,5
15108,Mountain Mama Maternity Shirt - Long Sleeve Activewear - Black,Mountain Mama,26.98,11.25,17,5
14450,Mummy Darling's 'Tayla' Maternity and Birthing Dress,Mummy Darling,65,26.39,17,5
14651,Long Sleeve Nursing T-shirt,Nursing Mamas,34,14.14,17,5
14778,Flared Boucle Sweater,Nursing Mamas,52,25.17,17,5
9526,Wonder Woman Superhero Pajama Set for Women,Panda Apparel,29.99,18.77,18,5
27393,parke & ronen Men's Angeleno 2-Inch Print Swim Trunk,Parke & Ronen,125,69.88,3,5
27394,parke & ronen Men's Redondo 8-Inch Boardshort,Parke & Ronen,95,60.52,3,5
27402,parke & ronen Men's Angeleno 2-Inch Stretch Twill Swim Trunk,Parke & Ronen,97.5,57.43,3,5
27713,parke & ronen Men's Colorblock Ibiza Brief,Parke & Ronen,75,44.25,3,5
27815,parke & ronen Men's Taslan Inseam Swim Short,Parke & Ronen,67.5,39.83,3,5
27885,parke & ronen Men's Team Stripe Swim Short,Parke & Ronen,48.43,31.09,3,5
27894,parke & ronen Men's Microfiber Ixtapa Boardshort,Parke & Ronen,88,55.53,3,5
27981,parke & ronen Men's Redondo 4-Inch Boardshort,Parke & Ronen,95,59.57,3,5
28007,parke & ronen Men's Microfiber Print Swim Short,Parke & Ronen,105,67.73,3,5
28013,parke & ronen Men's Catalonia 6-Inch Taffeta Swim Trunk,Parke & Ronen,137.5,86.08,3,5
28034,parke & ronen Men's Taslan Angeleno Short,Parke & Ronen,71.25,44.82,3,5
28046,parke & ronen Men's Stretch Microfiber Angeleno Short,Parke & Ronen,71.25,45.17,3,5
28205,parke & ronen Men's Stretch Tailored Fit Swim Short,Parke & Ronen,85.6,53.67,3,5
28211,parke & ronen Men's Microfiber Cabo Jam Boardshort,Parke & Ronen,78.75,48.04,3,5
28222,parke & ronen Men's Stripe Meridian Brief,Parke & Ronen,71.25,39.47,3,5
28248,parke & ronen Men's Solid With Piping Meridian Brief,Parke & Ronen,67.5,38.48,3,5
28256,parke & ronen Men's Colorblock Corcovado Brief,Parke & Ronen,67.5,39.29,3,5
16936,Paul Fredrick Merino Wool Blend Polo Collar Sweater,Paul Fredrick,64.5,35.93,13,5
18879,Paul Fredrick Silk Cotton \ Cashmere Solid Turtleneck Collar Sweater,Paul Fredrick,74.5,40.98,14,5
18892,Paul Fredrick Silk Cotton \ Cashmere Solid V-Neck Sweater Vest,Paul Fredrick,64.5,34.12,14,5
18929,Paul Fredrick Merino Wool Blend Button Front Cardigan Sweater Vest,Paul Fredrick,64.5,35.15,14,5
18962,Paul Fredrick Silk Cotton \ Cashmere Solid Polo Collar Sweater,Paul Fredrick,74.5,35.39,14,5
18991,Paul Fredrick 100% Cotton Cable Full Zip Mock Collar Sweater,Paul Fredrick,104.5,49.74,14,5
19041,Paul Fredrick Wool \ Cashmere Herringbone Sweater Vest,Paul Fredrick,74.5,38.37,14,5
19076,Paul Fredrick 100% Cotton Cable Turtleneck Collar Sweater,Paul Fredrick,104.5,52.04,14,5
19104,Paul Fredrick 100% Cotton Cable Shawl Collar Cardigan Sweater,Paul Fredrick,99.5,48.46,14,5
19130,Paul Fredrick Silk Cotton \ Cashmere Mock Collar Sweater,Paul Fredrick,74.5,37.55,14,5
19160,Paul Fredrick Silk Cotton \ Cashmere Argyle Crew Sweater,Paul Fredrick,104.5,54.03,14,5
19196,Paul Fredrick 100% Cotton Shawl Collar Sweater,Paul Fredrick,104.5,52.98,14,5
19278,Paul Fredrick 100% Cotton Argyle V-Neck Collar Sweater,Paul Fredrick,94.5,44.6,14,5
19317,Paul Fredrick Merino Wool Blend Full Zip Cardigan Sweater,Paul Fredrick,64.5,33.35,14,5
19342,Paul Fredrick Merino Wool Blend V-Neck Collar Sweater,Paul Fredrick,64.5,31.8,14,5
19421,Paul Fredrick 100% Cotton Cable Full Zip Mock Collar Sweater Vest,Paul Fredrick,74.5,40.83,14,5
19423,Paul Fredrick Wool Blend Mock Collar Cardigan Sweater,Paul Fredrick,104.5,56.95,14,5
19429,Paul Fredrick 100% Cotton Argyle 1/2 Zip Mock Collar Sweater,Paul Fredrick,94.5,48.38,14,5
19437,Paul Fredrick Cotton \ Merino Wool Double Breasted Cardigan Sweater,Paul Fredrick,149.5,81.03,14,5
19441,Paul Fredrick 100% Cotton Cable Double-Breasted Cardigan Sweater,Paul Fredrick,154.5,72.62,14,5
19507,Paul Fredrick Merino Wool Blend Mock Collar Sweater,Paul Fredrick,64.5,31.02,14,5
19515,Paul Fredrick Wool Blend Color-Block Cardigan Sweater,Paul Fredrick,104.5,48.49,14,5
19579,Paul Fredrick 100% Cotton Solid Cardgian Sweater Vest,Paul Fredrick,74.5,36.21,14,5
19618,Paul Fredrick 100% Cotton Stripe Cardigan Sweater,Paul Fredrick,94.5,49.05,14,5
19639,Paul Fredrick 100% Cotton Check Cardigan Sweater,Paul Fredrick,94.5,46.49,14,5
19702,Paul Fredrick Wool Blend Fair Isle Sweater Vest,Paul Fredrick,74.5,34.2,14,5
19877,Paul Fredrick Wool Blend Six-Button Vest,Paul Fredrick,104.5,39.61,19,5
19909,Paul Fredrick 100% Wool Two-Button Plaid Sportcoat,Paul Fredrick,219.5,93.07,19,5
19920,Paul Fredrick Cotton Denim Two-Button Sportcoat,Paul Fredrick,239.5,97,19,5
20068,Paul Fredrick Twill Weave Two-Button Suit Jacket,Paul Fredrick,219.5,92.63,19,5
20071,Paul Fredrick Madras Cotton Two-Button Sportcoat,Paul Fredrick,199.5,76.21,19,5
20074,Paul Fredrick Twill Weave Double-Breasted Suit Jacket,Paul Fredrick,219.5,96.14,19,5
20141,Paul Fredrick Wool Blend Double-Breasted Vest,Paul Fredrick,104.5,41.17,19,5
20144,Paul Fredrick Striped Linen Double-Breasted Suit,Paul Fredrick,424.5,154.94,19,5
20191,Paul Fredrick 100% Cotton Corduroy Coat,Paul Fredrick,199.5,86.78,19,5
20206,Paul Fredrick Seersucker Suit Vest Separate,Paul Fredrick,74.5,29.05,19,5
20230,Paul Fredrick Wool \ Silk Three-Button Houndstooth Sportcoat,Paul Fredrick,269.5,101.33,19,5
20251,Paul Fredrick Wool Two-Button Sportcoat,Paul Fredrick,219.5,83.63,19,5
20252,Paul Fredrick Two-Button Cotton Velvet Blazer,Paul Fredrick,249.5,92.07,19,5
20320,Paul Fredrick Trim Fit Twill Weave Two-Button Suit Jacket,Paul Fredrick,219.5,87.58,19,5
20337,Paul Fredrick Trim Fit Twill Weave Double-Breasted Suit Jacket,Paul Fredrick,219.5,97.46,19,5
20373,Paul Fredrick Trim Fit Twill Weave Flat Front Suit Trouser,Paul Fredrick,99.5,37.11,19,5
20419,Paul Fredrick 100% Wool Double-Breasted Windowpane Suit,Paul Fredrick,424.5,174.47,19,5
20420,Paul Fredrick Herringbone Wool Blend Double-Breasted Suit,Paul Fredrick,424.5,171.92,19,5
20436,Paul Fredrick 100% Wool Double-Breasted Peak Lapel Houndstooth Suit,Paul Fredrick,374.5,158.79,19,5
20458,Paul Fredrick Cotton Velvet Two-Button Houndstooth Sportcoat,Paul Fredrick,269.5,104.03,19,5
20467,Paul Fredrick Two-Button Fineline Stripe Sportcoat,Paul Fredrick,269.5,104.57,19,5
20506,Performance Glen Plaid Double-Breasted Sportcoat,Paul Fredrick,219.5,97.24,19,5
20568,Paul Fredrick Performance 100% Wrinkle \ Stain Resistant Wool Suit,Paul Fredrick,424.5,164.28,19,5
22217,Paul Fredrick 100% Wool Gabardine Wrinkle \ Stain Resistant Pleated Front Pant,Paul Fredrick,109.5,47.09,20,5
22281,Paul Fredrick Wool Plaid Pleated Front Pants,Paul Fredrick,109.5,45.44,20,5
22287,Paul Fredrick Wool \ Cashmere Flannel Flat Front Pant,Paul Fredrick,109.5,48.29,20,5
22297,Paul Fredrick 100% Wool Gabardine Flat Front Trim Fit Pants,Paul Fredrick,99.5,46.86,20,5
22375,Paul Fredrick 100% Wool Gabardine Pleated Front Pants,Paul Fredrick,109.5,48.4,20,5
